CandleStickEndTime,open,close,high,low,volume
2021-10-10T07:11,18808.8,18842.18,18842.18,18789.93,0.02768
2021-10-10T07:12,18808.11,18807.84,18841.46,18780.0,0.00082
2021-10-10T07:13,18807.7,18807.52,18811.58,18780.0,0.00060
2021-10-10T07:14,18807.6,18780.01,18833.55,18780.0,0.00084
2021-10-10T07:15,18780.0,18807.7,18845.17,18780.0,0.17809
2021-10-10T07:16,18807.58,18808.02,18846.02,18780.01,0.08419
2021-10-10T07:17,18808.13,18846.03,18846.03,18799.15,0.09928
2021-10-10T07:18,18857.2,18808.56,18894.97,18805.07,0.00088
2021-10-10T07:19,18894.93,18894.74,18894.93,18808.65,0.00095
2021-10-10T07:20,18816.31,18816.51,18894.68,18816.31,0.00087
2021-10-10T07:21,18816.55,18839.7,18894.49,18816.54,0.06788
2021-10-10T07:22,18840.8,18841.69,18894.33,18839.72,0.02976
2021-10-10T07:23,18841.71,18841.84,18894.03,18841.71,0.00089
2021-10-10T07:24,18841.84,18841.97,18893.87,18841.84,0.0297
2021-10-10T07:25,18842.0,18842.13,18842.13,18842.0,0.00063
2021-10-10T07:26,18842.13,18842.24,18893.41,18842.13,0.02148
2021-10-10T07:27,18893.22,18842.55,18893.22,18840.16,0.01059
2021-10-10T07:28,18893.03,18843.0,18893.03,18842.59,0.00099
2021-10-10T07:29,18843.03,18843.44,18886.46,18843.03,0.00063
2021-10-10T07:30,18843.5,18844.0,18882.24,18843.5,0.01043
2021-10-10T07:31,18881.99,18881.22,18881.99,18835.97,0.03733
2021-10-10T07:32,18836.23,18836.51,18876.09,18836.23,0.00691
2021-10-10T07:33,18836.55,18874.07,18875.68,18828.35,0.00081
2021-10-10T07:34,18828.44,18828.92,18874.05,18828.44,0.00096
2021-10-10T07:35,18828.93,18872.78,18873.34,18828.93,0.02976
2021-10-10T07:36,18829.29,18824.47,18872.75,18824.34,0.00081
2021-10-10T07:37,18824.49,18824.9,18872.27,18824.49,0.00086
2021-10-10T07:38,18824.95,18854.87,18871.69,18815.49,0.00886
2021-10-10T07:39,18854.86,18854.49,18854.86,18815.55,0.00065
2021-10-10T07:40,18816.01,18854.09,18854.49,18816.01,0.00093
2021-10-10T07:41,18854.09,18853.81,18854.09,18806.15,0.00094
2021-10-10T07:42,18853.82,18830.0,18853.82,18816.6,0.10097
2021-10-10T07:43,18853.73,18853.08,18853.73,18806.18,0.45757
2021-10-10T07:44,18853.08,18852.98,18853.08,18806.18,0.02987
2021-10-10T07:45,18852.97,18852.79,18852.98,18806.19,0.00085
2021-10-10T07:46,18852.78,18853.07,18853.09,18806.18,0.00093
2021-10-10T07:47,18853.05,18852.97,18853.05,18806.18,0.00347
2021-10-10T07:48,18852.95,18852.98,18853.09,18806.18,0.01178
2021-10-10T07:49,18852.95,18852.97,18853.08,18806.19,0.00093
2021-10-10T07:50,18806.18,18852.95,18852.96,18806.18,0.00097
2021-10-10T07:51,18853.07,18852.98,18853.07,18806.29,0.00095
2021-10-10T07:52,18852.98,18853.02,18853.1,18806.17,0.00103
2021-10-10T07:53,18806.19,18800.28,18853.07,18800.28,0.00881
2021-10-10T07:54,18852.97,18852.79,18852.97,18796.59,0.00097
2021-10-10T07:55,18852.78,18853.08,18853.09,18796.58,0.08644
2021-10-10T07:56,18853.08,18797.12,18853.08,18796.74,0.00106
2021-10-10T07:57,18797.14,18852.58,18852.83,18797.14,0.00092
2021-10-10T07:58,18852.58,18852.32,18852.59,18797.68,0.00639
2021-10-10T07:59,18849.29,18849.01,18849.29,18798.05,0.00088
2021-10-10T08:00,18849.02,18844.85,18849.02,18798.57,0.00104
2021-10-10T08:01,18798.96,18788.41,18844.81,18788.34,0.01321
2021-10-10T08:02,18788.41,18825.94,18825.99,18780.04,0.00091
2021-10-10T08:03,18825.93,18820.39,18825.93,18780.29,0.01165
2021-10-10T08:04,18820.38,18820.21,18820.38,18780.8,0.00077
2021-10-10T08:05,18820.21,18816.55,18820.21,18770.72,0.18409
2021-10-10T08:06,18741.8,18808.92,18808.99,18741.8,0.00093
2021-10-10T08:07,18808.88,18807.67,18808.88,18742.28,0.00095
2021-10-10T08:08,18807.63,18807.32,18807.63,18742.98,0.00085
2021-10-10T08:09,18807.25,18807.06,18807.25,18743.44,0.001
2021-10-10T08:10,18807.0,18806.83,18807.01,18734.44,0.02899
2021-10-10T08:11,18806.81,18845.49,18846.5,18746.49,0.07104
2021-10-10T08:12,18845.5,18831.55,18845.5,18747.88,0.00081
2021-10-10T08:13,18758.7,18820.65,18831.53,18758.7,0.00073
2021-10-10T08:14,18820.64,18820.44,18820.64,18759.48,0.00087
2021-10-10T08:15,18820.43,18820.28,18820.43,18760.33,0.00072
2021-10-10T08:16,18820.25,18809.47,18820.25,18760.38,0.00084
2021-10-10T08:17,18809.47,18760.47,18810.28,18760.46,0.00349
2021-10-10T08:18,18807.79,18795.27,18808.66,18723.61,0.0302
2021-10-10T08:19,18795.25,18790.74,18795.25,18725.34,0.00084
2021-10-10T08:20,18790.73,18790.51,18790.73,18790.51,0.00069
2021-10-10T08:21,18737.94,18790.35,18790.51,18737.16,0.05507
2021-10-10T08:22,18790.33,18832.34,18838.62,18744.83,0.00478
2021-10-10T08:23,18832.32,18823.18,18832.32,18746.55,0.001
2021-10-10T08:24,18823.16,18823.06,18823.17,18747.07,0.00071
2021-10-10T08:25,18820.17,18747.31,18820.17,18747.18,0.00079
2021-10-10T08:26,18810.66,18805.7,18810.66,18746.59,0.02989
2021-10-10T08:27,18805.7,18803.56,18805.7,18746.12,0.00082
2021-10-10T08:28,18800.29,18800.16,18800.29,18746.11,0.00086
2021-10-10T08:29,18800.13,18743.19,18800.13,18742.61,0.00097
2021-10-10T08:30,18795.48,18795.34,18795.48,18743.19,0.00099
2021-10-10T08:31,18743.36,18795.13,18795.29,18743.2,0.00090
2021-10-10T08:32,18795.13,18809.99,18811.79,18743.18,0.00092
2021-10-10T08:33,18809.99,18802.36,18809.99,18743.18,0.00067
2021-10-10T08:34,18799.3,18793.8,18799.3,18743.19,0.00093
2021-10-10T08:35,18793.8,18810.1,18810.18,18743.18,0.0119
2021-10-10T08:36,18810.1,18804.67,18810.1,18743.19,0.01173
2021-10-10T08:37,18803.2,18804.44,18804.64,18743.32,0.03928
2021-10-10T08:38,18804.42,18743.79,18804.42,18743.51,0.02934
2021-10-10T08:39,18804.19,18744.41,18804.19,18744.04,0.00108
2021-10-10T08:40,18803.99,18796.95,18803.99,18744.43,0.00103
2021-10-10T08:41,18796.81,18745.43,18796.81,18744.96,0.00085
2021-10-10T08:42,18796.13,18795.87,18796.13,18745.49,0.00089
2021-10-10T08:43,18745.97,18795.58,18795.87,18745.97,0.00092
2021-10-10T08:44,18795.58,18795.35,18795.58,18746.59,0.00080
2021-10-10T08:45,18747.01,18795.12,18795.33,18747.01,0.00095
2021-10-10T08:46,18747.4,18794.89,18795.09,18747.4,0.00108
