TradeTimestamp,tradePrice,tradeQuantity,side,tradeId
2021-10-10T17:10:50.462,0.000027070,212201,212201,SELL,1879365296897159782
2021-10-10T17:10:50.164,0.000027094,3,3,BUY,1879365286933571686
2021-10-10T17:10:47.257,0.000027072,237988,237988,SELL,1879365189366927558
2021-10-10T17:10:43.161,0.000027098,2,2,BUY,1879365051910551046
2021-10-10T17:10:37.170,0.000027096,9,9,BUY,1879364850910174694
2021-10-10T17:10:29.161,0.000027117,5,5,BUY,1879364582145238086
2021-10-10T17:10:22.164,0.000027106,7,7,BUY,1879364347373853318
2021-10-10T17:10:15.162,0.000027088,5,5,BUY,1879364112419445926
2021-10-10T17:10:08.161,0.000027135,3,3,BUY,1879363877502991014
2021-10-10T17:10:02.170,0.000027134,2,2,BUY,1879363676483748550
2021-10-10T17:10:01.454,0.000027107,158577,158577,SELL,1879363652470878470
2021-10-10T17:09:55.162,0.000027154,7,7,BUY,1879363441353893606
2021-10-10T17:09:53.154,0.000027126,207946,207946,SELL,1879363373979533958
2021-10-10T17:09:47.161,0.000027138,3,3,BUY,1879363172867505958
2021-10-10T17:09:44.959,0.000027115,173145,173145,SELL,1879363098982406342
2021-10-10T17:09:40.161,0.000027155,6,6,BUY,1879362937978154758
2021-10-10T17:09:34.166,0.000027142,5,5,BUY,1879362736844565062
2021-10-10T17:09:27.784,0.000027176,109251,109251,BUY,1879362522676896422
2021-10-10T17:09:26.161,0.000027102,1,1,BUY,1879362468232975462
2021-10-10T17:09:19.170,0.000027080,5,5,BUY,1879362233643403046
2021-10-10T17:09:13.161,0.000027078,7,7,BUY,1879362032035001606
2021-10-10T17:09:05.162,0.000027112,2,2,BUY,1879361763630094982
2021-10-10T17:08:59.892,0.000027071,147794176,147794176,BUY,1879361586778670342
2021-10-10T17:08:59.160,0.000027097,6,6,BUY,1879361562233031590
2021-10-10T17:08:51.162,0.000027069,6,6,BUY,1879361293869273926
2021-10-10T17:08:45.163,0.000027113,5,5,BUY,1879361092577113862
2021-10-10T17:08:37.954,0.000027090,161607,161607,BUY,1879360850678501798
2021-10-10T17:08:37.162,0.000027096,5,5,BUY,1879360824092812582
2021-10-10T17:08:30.161,0.000027066,8,8,BUY,1879360589173911782
2021-10-10T17:08:28.457,0.000027038,195420,195420,SELL,1879360532004869958
2021-10-10T17:08:28.389,0.000027066,21750,21750,BUY,1879360529728325222
2021-10-10T17:08:25.460,0.000027029,98289,98289,SELL,1879360431438050310
2021-10-10T17:08:23.168,0.000027065,4,4,BUY,1879360354520622630
2021-10-10T17:08:17.162,0.000027013,4,4,BUY,1879360152996453606
2021-10-10T17:08:09.161,0.000027064,6,6,BUY,1879359884545880070
2021-10-10T17:08:09.057,0.000027064,52102,52102,BUY,1879359881056915366
2021-10-10T17:08:07.654,0.000026999,118687,118687,SELL,1879359833969427686
2021-10-10T17:08:07.654,0.000027019,148076429,148076429,BUY,1879359833968216742
2021-10-10T17:08:04.486,0.000027006,222437,222437,SELL,1879359727655555878
2021-10-10T17:08:02.162,0.000027041,2,2,BUY,1879359649696453030
2021-10-10T17:07:58.770,0.000027004,78264,78264,SELL,1879359535887605926
2021-10-10T17:07:56.166,0.000027051,4,4,BUY,1879359448513685830
2021-10-10T17:07:52.582,0.000027023,158096,158096,SELL,1879359328242480838
2021-10-10T17:07:50.470,0.000027021,148059898,148059898,BUY,1879359257371255622
2021-10-10T17:07:48.161,0.000027001,7,7,BUY,1879359179882877958
2021-10-10T17:07:42.161,0.000027083,3,3,BUY,1879358978575554758
2021-10-10T17:07:40.057,0.000027047,164342,164342,SELL,1879358907980176262
2021-10-10T17:07:34.161,0.000027051,3,3,BUY,1879358710138857766
2021-10-10T17:07:31.454,0.000027020,28868360,28868360,BUY,1879358619297439206
2021-10-10T17:07:31.154,0.000026948,175213,175213,SELL,1879358609230524166
2021-10-10T17:07:27.681,0.000026954,14203,14203,SELL,1879358492698725350
2021-10-10T17:07:27.170,0.000026984,3,3,BUY,1879358475552367398
2021-10-10T17:07:24.360,0.000026934,236451,236451,SELL,1879358381280162470
2021-10-10T17:07:23.971,0.000026957,153994,153994,BUY,1879358368209864774
2021-10-10T17:07:20.170,0.000026953,2,2,BUY,1879358240658018758
2021-10-10T17:07:13.161,0.000026979,3,3,BUY,1879358005489101862
