TradeTimestamp,tradePrice,tradeQuantity,side,tradeId
2021-10-10T17:06:44.936,0.6109,2,2,SELL,1879357058420731332
2021-10-10T17:06:40.136,0.6100,1,1,SELL,1879356897363468132
2021-10-10T17:06:40.136,0.6104,38,38,SELL,1879356897363388708
2021-10-10T17:06:40.136,0.6105,59,59,SELL,1879356897363143524
2021-10-10T17:06:39.440,0.6110,1,1,BUY,1879356873984164900
2021-10-10T17:06:39.440,0.6110,5,5,BUY,1879356874017239652
2021-10-10T17:06:35.457,0.6104,38,38,SELL,1879356740357319268
2021-10-10T17:06:35.240,0.6108,4,4,BUY,1879356733065337412
2021-10-10T17:06:34.336,0.6105,35,35,SELL,1879356702742624196
2021-10-10T17:06:33.936,0.6108,4,4,SELL,1879356689307607780
2021-10-10T17:06:31.240,0.6109,25,25,SELL,1879356598837646948
2021-10-10T17:06:28.445,0.6109,3,3,BUY,1879356505059017188
2021-10-10T17:06:27.842,0.6104,17,17,SELL,1879356484834547012
2021-10-10T17:06:23.736,0.6106,42,42,SELL,1879356347073417444
2021-10-10T17:06:23.736,0.6108,6,6,SELL,1879356347073285604
2021-10-10T17:06:22.547,0.6108,2,2,BUY,1879356307157184836
2021-10-10T17:06:17.440,0.6109,2,2,SELL,1879356135787992740
2021-10-10T17:06:11.478,0.6107,4,4,BUY,1879355935752214852
2021-10-10T17:06:10.340,0.6129,61,61,BUY,1879355897551715844
2021-10-10T17:06:06.437,0.6105,6,6,BUY,1879355766601707652
2021-10-10T17:06:06.250,0.6104,124,124,BUY,1879355760320590020
2021-10-10T17:06:00.952,0.6104,2,2,SELL,1879355582542977796
2021-10-10T17:05:57.362,0.6097,5,5,SELL,1879355462099878148
2021-10-10T17:05:57.362,0.6106,8,8,SELL,1879355462099741988
2021-10-10T17:05:55.447,0.6105,5,5,SELL,1879355397852137028
2021-10-10T17:05:53.236,0.6097,8,8,SELL,1879355323659007396
2021-10-10T17:05:49.736,0.6106,5,5,BUY,1879355206220406148
2021-10-10T17:05:44.444,0.6105,7,7,SELL,1879355028648764740
2021-10-10T17:05:39.543,0.6128,40,40,BUY,1879354864193703492
2021-10-10T17:05:39.543,0.6110,37,37,BUY,1879354864193475908
2021-10-10T17:05:38.952,0.6106,3,3,BUY,1879354844349311940
2021-10-10T17:05:32.861,0.6106,5,5,SELL,1879354639980580900
2021-10-10T17:05:27.941,0.6109,4,4,BUY,1879354474902963332
2021-10-10T17:05:24.046,0.6110,5,5,BUY,1879354344186418116
2021-10-10T17:05:23.736,0.6110,13,13,SELL,1879354333787557252
2021-10-10T17:05:23.736,0.6110,42,42,SELL,1879354333782560356
2021-10-10T17:05:22.436,0.6109,7,7,SELL,1879354290172411748
2021-10-10T17:05:19.737,0.6091,20,20,SELL,1879354199596108612
2021-10-10T17:05:19.737,0.6098,28,28,SELL,1879354199595987300
2021-10-10T17:05:16.939,0.6110,4,4,SELL,1879354105716379012
2021-10-10T17:05:10.448,0.6110,3,3,BUY,1879353887929910756
2021-10-10T17:05:07.536,0.6127,1,1,BUY,1879353790226201156
2021-10-10T17:05:06.337,0.6096,46,46,SELL,1879353749985667940
2021-10-10T17:05:06.337,0.6101,35,35,SELL,1879353749985515684
2021-10-10T17:05:05.940,0.6112,4,4,BUY,1879353736669427076
2021-10-10T17:05:00.352,0.6112,5,5,SELL,1879353549154735396
2021-10-10T17:04:57.336,0.6125,11,11,BUY,1879353447955001156
2021-10-10T17:04:54.938,0.6113,6,6,BUY,1879353367504413220
2021-10-10T17:04:50.457,0.6125,41,41,BUY,1879353217150933988
2021-10-10T17:04:49.436,0.6112,4,4,BUY,1879353182869551012
2021-10-10T17:04:47.059,0.6111,68,68,SELL,1879353103124807524
2021-10-10T17:04:43.941,0.6110,5,5,SELL,1879352998499297892
2021-10-10T17:04:42.637,0.6099,77,77,SELL,1879352954756786436
2021-10-10T17:04:38.442,0.6110,3,3,BUY,1879352813974034756
2021-10-10T17:04:36.244,0.6129,79,79,BUY,1879352740222481988
2021-10-10T17:04:32.937,0.6128,49,49,BUY,1879352629259144196
2021-10-10T17:04:32.937,0.6108,4,4,BUY,1879352629259073092
2021-10-10T17:04:32.937,0.6108,4,4,SELL,1879352629255660964
2021-10-10T17:04:27.440,0.6109,2,2,BUY,1879352444817186948
2021-10-10T17:04:21.945,0.6108,3,3,BUY,1879352260435606916
2021-10-10T17:04:19.252,0.6135,83,83,BUY,1879352170066967236
2021-10-10T17:04:17.452,0.6106,6,6,BUY,1879352109680478436
2021-10-10T17:04:16.446,0.6106,4,4,SELL,1879352075906522628
2021-10-10T17:04:11.074,0.6136,27,27,BUY,1879351895654758564
2021-10-10T17:04:10.775,0.6107,2,2,BUY,1879351885625472516
2021-10-10T17:04:08.761,0.6102,99,99,SELL,1879351818054279492
2021-10-10T17:04:06.036,0.6139,72,72,BUY,1879351726628100708
2021-10-10T17:04:04.969,0.6102,47,47,SELL,1879351690800027844
2021-10-10T17:04:04.650,0.6106,5,5,BUY,1879351680118848612
2021-10-10T17:03:59.936,0.6105,3,3,SELL,1879351521933356356
2021-10-10T17:03:53.539,0.6106,1,1,BUY,1879351307278637508
2021-10-10T17:03:48.936,0.6104,5,5,BUY,1879351152852577412
2021-10-10T17:03:46.747,0.6138,6,6,BUY,1879351079384894148
2021-10-10T17:03:46.747,0.6136,47,47,BUY,1879351079384674820
2021-10-10T17:03:46.078,0.6136,26,26,BUY,1879351056927552004
2021-10-10T17:03:43.747,0.6103,2,2,BUY,1879350978706449252
2021-10-10T17:03:43.442,0.6103,6,6,SELL,1879350968495263076
2021-10-10T17:03:38.544,0.6102,46,46,SELL,1879350804133181412
2021-10-10T17:03:37.936,0.6103,6,6,SELL,1879350783738383204
2021-10-10T17:03:32.436,0.6104,5,5,SELL,1879350599176738116
2021-10-10T17:03:26.936,0.6106,7,7,SELL,1879350414627620804
2021-10-10T17:03:21.976,0.6106,3,3,BUY,1879350248213397092
2021-10-10T17:03:21.452,0.6106,1,1,BUY,1879350230640351780
2021-10-10T17:03:18.548,0.6136,14,14,BUY,1879350133183536484
2021-10-10T17:03:17.936,0.6100,29,29,SELL,1879350112633295332
2021-10-10T17:03:17.936,0.6106,58,58,SELL,1879350112633162468
2021-10-10T17:03:15.036,0.6105,3,3,BUY,1879350015337182052
2021-10-10T17:03:12.451,0.6137,4,4,BUY,1879349928598551044
2021-10-10T17:03:10.448,0.6104,3,3,BUY,1879349861394226468
2021-10-10T17:03:04.936,0.6101,2,2,SELL,1879349676433793028
2021-10-10T17:02:59.753,0.6102,2,2,BUY,1879349502512295748
