TradeTimestamp,tradePrice,tradeQuantity,side,tradeId
2021-10-10T17:07:52.979,3.852,0.72,0.72,BUY,1879359341563900294
2021-10-10T17:07:51.866,3.853,1.31,1.31,BUY,1879359304211623078
2021-10-10T17:07:51.866,3.852,0.01,0.01,BUY,1879359304211374918
2021-10-10T17:07:50.590,3.837,0.05,0.05,BUY,1879359261382605638
2021-10-10T17:07:44.589,3.836,0.03,0.03,SELL,1879359060028256198
2021-10-10T17:07:38.654,3.837,0.03,0.03,BUY,1879358860899866790
2021-10-10T17:07:32.588,3.833,0.03,0.03,BUY,1879358657362187014
2021-10-10T17:07:29.554,3.834,1.24,1.24,BUY,1879358555545289126
2021-10-10T17:07:26.589,3.835,0.06,0.06,BUY,1879358456062199398
2021-10-10T17:07:24.559,3.760,0.02,0.02,SELL,1879358387948555334
2021-10-10T17:07:20.597,3.836,0.03,0.03,SELL,1879358255017217606
2021-10-10T17:07:17.691,3.858,0.25,0.25,BUY,1879358157486398022
2021-10-10T17:07:17.691,3.837,0.40,0.40,BUY,1879358157486181574
2021-10-10T17:07:14.654,3.838,0.01,0.01,BUY,1879358055588372870
2021-10-10T17:07:08.588,3.837,0.05,0.05,SELL,1879357852048355174
2021-10-10T17:07:04.757,3.782,0.28,0.28,SELL,1879357723494836262
2021-10-10T17:07:02.160,3.782,0.36,0.36,SELL,1879357636372908646
2021-10-10T17:07:02.160,3.838,0.04,0.04,SELL,1879357636372718822
2021-10-10T17:06:57.458,3.849,0.63,0.63,BUY,1879357478578032742
2021-10-10T17:06:57.458,3.839,0.01,0.01,BUY,1879357478577881286
2021-10-10T17:06:56.597,3.839,0.07,0.07,BUY,1879357449710429958
2021-10-10T17:06:55.490,3.850,1.13,1.13,BUY,1879357412564702342
2021-10-10T17:06:50.663,3.780,1.88,1.88,SELL,1879357250574972294
2021-10-10T17:06:50.663,3.838,0.03,0.03,SELL,1879357250574879782
2021-10-10T17:06:50.591,3.838,0.01,0.01,BUY,1879357248160507750
2021-10-10T17:06:44.599,3.837,0.02,0.02,SELL,1879357047110765670
2021-10-10T17:06:38.589,3.838,0.04,0.04,BUY,1879356845435860198
2021-10-10T17:06:33.857,3.846,2.09,2.09,BUY,1879356686674515334
2021-10-10T17:06:33.857,3.837,0.02,0.02,BUY,1879356686674298182
2021-10-10T17:06:32.354,3.780,0.81,0.81,SELL,1879356636223652038
2021-10-10T17:06:32.354,3.781,1.53,1.53,SELL,1879356636223565446
2021-10-10T17:06:32.354,3.837,0.01,0.01,SELL,1879356636223428390
2021-10-10T17:06:26.590,3.838,0.02,0.02,SELL,1879356442815391846
2021-10-10T17:06:25.055,3.847,1.01,1.01,BUY,1879356391323757798
2021-10-10T17:06:20.154,3.847,0.21,0.21,BUY,1879356226869428358
2021-10-10T17:06:20.154,3.839,0.03,0.03,BUY,1879356226869185958
2021-10-10T17:06:17.581,3.848,1.88,1.88,BUY,1879356140530825446
2021-10-10T17:06:16.654,3.848,0.68,0.68,BUY,1879356109424930278
2021-10-10T17:06:14.591,3.838,0.01,0.01,BUY,1879356040220322406
2021-10-10T17:06:10.454,3.780,2.33,2.33,SELL,1879355901400267494
2021-10-10T17:06:10.454,3.837,0.03,0.03,SELL,1879355901400001286
2021-10-10T17:06:08.597,3.837,0.01,0.01,BUY,1879355839091169766
2021-10-10T17:06:02.590,3.836,0.05,0.05,SELL,1879355637524806790
2021-10-10T17:06:00.069,3.780,0.71,0.71,SELL,1879355552938514758
2021-10-10T17:05:56.589,3.838,0.06,0.06,SELL,1879355436164504390
2021-10-10T17:05:54.654,3.848,0.24,0.24,BUY,1879355371239905094
2021-10-10T17:05:51.256,3.854,1.92,1.92,BUY,1879355257225003718
2021-10-10T17:05:51.256,3.849,0.01,0.01,BUY,1879355257224944326
2021-10-10T17:05:51.256,3.839,0.02,0.02,BUY,1879355257224801414
2021-10-10T17:05:50.589,3.839,0.05,0.05,SELL,1879355234819996806
2021-10-10T17:05:44.589,3.840,0.04,0.04,BUY,1879355033512783110
2021-10-10T17:05:38.589,3.839,0.04,0.04,BUY,1879354832185772102
2021-10-10T17:05:32.589,3.838,0.04,0.04,BUY,1879354630870034406
2021-10-10T17:05:32.197,3.789,0.30,0.30,SELL,1879354617706245382
2021-10-10T17:05:26.589,3.837,0.04,0.04,BUY,1879354429542226886
2021-10-10T17:05:24.354,3.854,2.15,2.15,BUY,1879354354527832326
2021-10-10T17:05:24.354,3.849,0.01,0.01,BUY,1879354354527697926
2021-10-10T17:05:20.454,3.758,1.69,1.69,SELL,1879354223656605862
2021-10-10T17:05:20.454,3.836,0.05,0.05,SELL,1879354223656387782
2021-10-10T17:05:14.588,3.837,0.03,0.03,SELL,1879354026844620838
2021-10-10T17:05:09.083,3.848,1.69,1.69,BUY,1879353842128818534
2021-10-10T17:05:09.083,3.838,0.04,0.04,BUY,1879353842128696902
2021-10-10T17:05:07.854,3.788,8.66,8.66,SELL,1879353800893477734
2021-10-10T17:05:07.854,3.838,0.06,0.06,SELL,1879353800893298662
2021-10-10T17:05:01.888,3.848,0.54,0.54,BUY,1879353600696239430
2021-10-10T17:05:01.888,3.839,0.08,0.08,BUY,1879353600696080134
2021-10-10T17:04:58.854,3.854,0.60,0.60,BUY,1879353498901664326
2021-10-10T17:04:58.854,3.849,0.31,0.31,BUY,1879353498901543654
2021-10-10T17:04:56.590,3.838,0.03,0.03,SELL,1879353422912166246
2021-10-10T17:04:55.066,3.783,0.32,0.32,SELL,1879353371777320966
2021-10-10T17:04:49.957,3.780,0.90,0.90,SELL,1879353200375716774
2021-10-10T17:04:49.957,3.839,0.05,0.05,SELL,1879353200375537350
2021-10-10T17:04:44.054,3.781,0.90,0.90,SELL,1879353002280527494
2021-10-10T17:04:44.054,3.782,0.31,0.31,SELL,1879353002280466790
2021-10-10T17:04:44.054,3.840,0.03,0.03,SELL,1879353002280232230
2021-10-10T17:04:39.780,3.856,2.03,2.03,BUY,1879352858883265542
2021-10-10T17:04:39.780,3.841,0.02,0.02,BUY,1879352858883092166
2021-10-10T17:04:38.590,3.841,0.05,0.05,SELL,1879352818935341574
2021-10-10T17:04:37.267,3.857,1.15,1.15,BUY,1879352774562793190
2021-10-10T17:04:32.588,3.842,0.05,0.05,BUY,1879352617562208550
2021-10-10T17:04:27.890,3.781,0.53,0.53,SELL,1879352459900183398
2021-10-10T17:04:26.590,3.841,0.04,0.04,SELL,1879352416300085734
2021-10-10T17:04:20.594,3.842,0.07,0.07,SELL,1879352215089870694
2021-10-10T17:04:14.594,3.843,0.03,0.03,BUY,1879352013784474918
2021-10-10T17:04:08.598,3.842,0.01,0.01,BUY,1879351812588572326
2021-10-10T17:04:03.654,3.782,2.51,2.51,SELL,1879351646702571654
2021-10-10T17:04:03.654,3.841,0.04,0.04,SELL,1879351646702477862
2021-10-10T17:04:02.589,3.841,0.02,0.02,BUY,1879351610965160838
2021-10-10T17:04:01.066,3.846,0.24,0.24,BUY,1879351559857626470
2021-10-10T17:03:57.781,3.844,1.37,1.37,BUY,1879351449614870950
2021-10-10T17:03:57.300,3.783,1.37,1.37,SELL,1879351433475195014
2021-10-10T17:03:57.300,3.840,0.01,0.01,SELL,1879351433475107366
2021-10-10T17:03:56.595,3.840,0.06,0.06,BUY,1879351409839704294
2021-10-10T17:03:52.474,3.846,2.78,2.78,BUY,1879351271558727334
2021-10-10T17:03:50.595,3.839,0.02,0.02,BUY,1879351208489903462
2021-10-10T17:03:47.058,3.844,1.34,1.34,BUY,1879351089806330630
2021-10-10T17:03:44.595,3.838,0.03,0.03,BUY,1879351007184183014
2021-10-10T17:03:42.881,3.844,0.52,0.52,BUY,1879350949655424774
2021-10-10T17:03:38.590,3.837,0.02,0.02,SELL,1879350805689168518
2021-10-10T17:03:37.454,3.843,0.79,0.79,BUY,1879350767569351046
2021-10-10T17:03:35.775,3.844,0.16,0.16,BUY,1879350711230688646
2021-10-10T17:03:35.567,3.781,0.02,0.02,SELL,1879350704251460102
2021-10-10T17:03:32.588,3.838,0.05,0.05,BUY,1879350604284277542
2021-10-10T17:03:31.062,3.847,0.83,0.83,BUY,1879350553091552582
2021-10-10T17:03:26.588,3.835,0.01,0.01,BUY,1879350402957420966
2021-10-10T17:03:20.588,3.834,0.06,0.06,BUY,1879350201621212294
2021-10-10T17:03:14.589,3.833,0.03,0.03,SELL,1879350000339277254
2021-10-10T17:03:11.159,3.779,2.08,2.08,SELL,1879349885248674822
2021-10-10T17:03:08.589,3.834,0.02,0.02,SELL,1879349799003578406
2021-10-10T17:03:02.588,3.835,0.04,0.04,BUY,1879349597667977030
2021-10-10T17:02:56.589,3.834,0.07,0.07,SELL,1879349396359572646
2021-10-10T17:02:54.854,3.779,1.11,1.11,SELL,1879349338131022150
2021-10-10T17:02:51.170,3.766,0.03,0.03,SELL,1879349214541121606
2021-10-10T17:02:51.170,3.767,1.92,1.92,SELL,1879349214541081446
2021-10-10T17:02:51.170,3.835,0.01,0.01,SELL,1879349214540934982
2021-10-10T17:02:50.590,3.835,0.05,0.05,SELL,1879349195073833510
2021-10-10T17:02:44.590,3.836,0.01,0.01,BUY,1879348993732510534
2021-10-10T17:02:38.598,3.835,0.05,0.05,SELL,1879348792669896454
2021-10-10T17:02:34.976,3.765,0.72,0.72,SELL,1879348671137069158
2021-10-10T17:02:33.854,3.842,0.47,0.47,BUY,1879348633495231078
2021-10-10T17:02:33.854,3.836,0.01,0.01,BUY,1879348633495046662
2021-10-10T17:02:32.589,3.836,0.05,0.05,SELL,1879348591062248998
2021-10-10T17:02:27.454,3.845,0.88,0.88,BUY,1879348418753134694
2021-10-10T17:02:27.454,3.837,0.02,0.02,BUY,1879348418752974566
2021-10-10T17:02:26.588,3.837,0.04,0.04,BUY,1879348389694823174
2021-10-10T17:02:26.481,3.759,2.16,2.16,SELL,1879348386097864646
2021-10-10T17:02:23.294,3.756,0.36,0.36,SELL,1879348279154104102
2021-10-10T17:02:21.759,3.847,1.23,1.23,BUY,1879348227654631302
2021-10-10T17:02:20.654,3.756,2.37,2.37,SELL,1879348190581039974
2021-10-10T17:02:20.589,3.836,0.05,0.05,BUY,1879348188396104486
2021-10-10T17:02:14.588,3.835,0.01,0.01,BUY,1879347987038579014
2021-10-10T17:02:10.459,3.750,1.91,1.91,SELL,1879347848497473126
2021-10-10T17:02:08.589,3.834,0.06,0.06,BUY,1879347785762923334
2021-10-10T17:02:07.654,3.774,1.04,1.04,SELL,1879347754384449286
2021-10-10T17:02:02.588,3.833,0.07,0.07,SELL,1879347584392460390
2021-10-10T17:02:02.054,3.846,2.11,2.11,BUY,1879347566457463398
2021-10-10T17:01:59.172,3.771,2.62,2.62,SELL,1879347469759394150
2021-10-10T17:01:56.597,3.834,0.02,0.02,SELL,1879347383361123558
2021-10-10T17:01:50.596,3.835,0.03,0.03,BUY,1879347181994906406
2021-10-10T17:01:44.589,3.834,0.02,0.02,BUY,1879346980432267910
